
==========================================================================================
### PARALLAX FACEBOOK LOGIN LOGGER
==========================================================================================
[2026-09-08 15:08:32.236] [INFO] ADB_SERIAL=192.168.29.136:33841
[2026-09-08 15:08:32.236] [INFO] TARGET=com.onecore.loader
[2026-09-08 15:08:32.236] [INFO] Sensitive auth/token/cookie/password values are automatically redacted.

==========================================================================================
### DEVICE INFORMATION
==========================================================================================
[2026-09-08 15:08:32.460] [SERIAL] [aaudio.hw_burst_min_usec]: [2000]
[2026-09-08 15:08:32.463] [SERIAL] [debug.atrace.tags.enableflags]: [0]
[2026-09-08 15:08:32.463] [SERIAL] [debug.c2.use_dmabufheaps]: [1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.egl.hw]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.force_rtl]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.graphics.game_default_frame_rate.disabled]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.hwui.skia_atrace_enabled]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.hwui.skia_tracing_enabled]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.hwui.skia_use_perfetto_track_events]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.mdpcomp.logs]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.nt.chg.atm.param]: [2500 4000 4000 -1 -1 2500 -1 -1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.nt.otgenable]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.nt.screen_brightness]: [0.83898175]
[2026-09-08 15:08:32.464] [SERIAL] [debug.nt.screen_state]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.perfetto.sdk_sysprop_guard_generation]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.renderengine.skia_tracing_enabled]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.renderengine.skia_use_perfetto_track_events]: [false]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.auto_latch_unsignaled]: [1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.disable_client_composition_cache]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.early.app.duration]: [13666666]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.early.sf.duration]: [10500000]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.earlyGl.app.duration]: [13666666]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.earlyGl.sf.duration]: [10500000]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.enable_advanced_sf_phase_offset]: [1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.enable_gl_backpressure]: [1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.enable_hwc_vds]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.hw]: [0]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.latch_unsignaled]: [1]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.late.app.duration]: [13666666]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.late.sf.duration]: [10500000]
[2026-09-08 15:08:32.464] [SERIAL] [debug.sf.predict_hwc_composition_strategy]: [0]
[2026-09-08 15:08:32.465] [SERIAL] [debug.sf.region_sampling_period_ns]: [300000000]
[2026-09-08 15:08:32.465] [SERIAL] [debug.sf.region_sampling_timer_timeout_ns]: [300000000]
[2026-09-08 15:08:32.465] [SERIAL] [debug.sf.treat_170m_as_sRGB]: [1]
[2026-09-08 15:08:32.465] [SERIAL] [debug.sf.use_phase_offsets_as_durations]: [1]
[2026-09-08 15:08:32.465] [SERIAL] [debug.stagefright.c2inputsurface]: [-1]
[2026-09-08 15:08:32.465] [SERIAL] [debug.stagefright.ccodec]: [4]
[2026-09-08 15:08:32.465] [SERIAL] [debug.stagefright.omx_default_rank]: [0]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.battery_status]: [3]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.device_state]: [0:DEFAULT]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.mcc]: [404]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.mnc]: [5]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.plug_type]: [0]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.screen_brightness]: [0.83898175]
[2026-09-08 15:08:32.465] [SERIAL] [debug.tracing.screen_state]: [2]
[2026-09-08 15:08:32.465] [SERIAL] [dev.bootcomplete]: [1]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data.user.0]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.cur_profiles]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.data_ce.null]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.data_ce.null.0]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.data_de.null]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.misc_ce.null]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.misc_de.null]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.ref_profiles]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.data_mirror.storage_area]: [sda13]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.metadata]: [sda11]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.mnt.product.nt_log]: [sde61]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.mnt.vendor.nt_log]: [sde61]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.mnt.vendor.persist]: [sda2]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.mnt.vendor.qmcs]: [sde23]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.odm]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.product]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.root]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.system.noth.app.Facebook-Appmanager]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.system.noth.priv-app.Facebook-Installer]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.system.noth.priv-app.Facebook-Services]: [sda6]
[2026-09-08 15:08:32.465] [SERIAL] [dev.mnt.blk.system.noth.priv-app.NTAura]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.system_dlkm]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.system_ext]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.system_ext.meta.app]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.vendor]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.vendor.bt_firmware]: [sde7]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.vendor.dsp]: [sde9]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.vendor.firmware_mnt]: [sde6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.blk.vendor_dlkm]: [sda6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data.user.0]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.cur_profiles]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.data_ce.null]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.data_ce.null.0]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.data_de.null]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.misc_ce.null]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.misc_de.null]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.ref_profiles]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.data_mirror.storage_area]: [dm-59]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.metadata]: [sda11]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.mnt.product.nt_log]: [sde61]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.mnt.vendor.nt_log]: [sde61]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.mnt.vendor.persist]: [sda2]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.mnt.vendor.qmcs]: [sde23]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.odm]: [dm-20]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.product]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.root]: [dm-14]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system.noth.app.Facebook-Appmanager]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system.noth.priv-app.Facebook-Installer]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system.noth.priv-app.Facebook-Services]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system.noth.priv-app.NTAura]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system_dlkm]: [dm-19]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system_ext]: [dm-15]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.system_ext.meta.app]: [dm-16]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.vendor]: [dm-17]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.vendor.bt_firmware]: [sde7]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.vendor.dsp]: [sde9]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.vendor.firmware_mnt]: [sde6]
[2026-09-08 15:08:32.466] [SERIAL] [dev.mnt.dev.vendor_dlkm]: [dm-18]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data.user.0]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.cur_profiles]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.data_ce.null]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.data_ce.null.0]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.data_de.null]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.misc_ce.null]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.misc_de.null]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.ref_profiles]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.data_mirror.storage_area]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.metadata]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.mnt.product.nt_log]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.mnt.vendor.nt_log]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.mnt.vendor.persist]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.mnt.vendor.qmcs]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.odm]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.product]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.root]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system.noth.app.Facebook-Appmanager]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system.noth.priv-app.Facebook-Installer]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system.noth.priv-app.Facebook-Services]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system.noth.priv-app.NTAura]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system_dlkm]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system_ext]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.system_ext.meta.app]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.vendor]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.vendor.bt_firmware]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.vendor.dsp]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.vendor.firmware_mnt]: [sde]
[2026-09-08 15:08:32.467] [SERIAL] [dev.mnt.rootdisk.vendor_dlkm]: [sda]
[2026-09-08 15:08:32.467] [SERIAL] [dev.pm.dyn_samplingrate]: [1]
[2026-09-08 15:08:32.467] [SERIAL] [graphics.gpu.profiler.support]: [true]
[2026-09-08 15:08:32.467] [SERIAL] [gsm.current.phone-type]: [1,1]
[2026-09-08 15:08:32.467] [SERIAL] [gsm.network.type]: [IWLAN,Unknown]
[2026-09-08 15:08:32.467] [SERIAL] [gsm.operator.alpha]: [Vi India,]
[2026-09-08 15:08:32.467] [SERIAL] [gsm.operator.iso-country]: [in,]
[2026-09-08 15:08:32.467] [SERIAL] [gsm.operator.isroaming]: [false,false]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.operator.numeric]: [40405,]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.sim.operator.alpha]: [Vi India]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.sim.operator.iso-country]: [in]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.sim.operator.numeric]: [40405]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.sim.state]: [LOADED,ABSENT]
[2026-09-08 15:08:32.468] [SERIAL] [gsm.version.baseband]: [MPSS.DE.3.1.4.c4-00099-MILOS_GEN_PACK-1.159820.2.170951.4]
[2026-09-08 15:08:32.468] [SERIAL] [hwservicemanager.ready]: [true]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.adbd]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.apexd]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.apexd-bootstrap]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.apexd-snapshotde]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.art_boot]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.artd]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.audioserver]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.bootanim]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.boringssl_self_test64]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.boringssl_self_test64_vendor]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.boringssl_self_test_apex64]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.bpfloader]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.cameraserver]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.cnss-daemon]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.derive_classpath]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.derive_sdk]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.diagzn]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.dpmQmiMgr]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.dpmd]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.drm]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.facsvc-hal-2-0]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.feature_enabler_client]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.ftm_service]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.gatekeeperd]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.getcplc_service]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.gki.modprobe]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.gnss_service]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.gpu]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.heapprofd]: [stopped]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.hidl_memory]: [running]
[2026-09-08 15:08:32.468] [SERIAL] [init.svc.hostapd]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.hwservicemanager]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.idmap2d]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.incidentd]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.installd]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.irsc_util]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.kernel-boot]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.kernel-post-boot]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.keystore2]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.lmkd]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.loc_launcher]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.log_service]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.logd]: [running]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.logd-auditctl]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.logd-reinit]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.logkit_sigquit]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.mainline_aconfigd_init]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.mainline_aconfigd_socket_service]: [stopped]
[2026-09-08 15:08:32.469] [SERIAL] [init.svc.mdnsd]: [running]
